CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND
218175590020004,249604172010854,2006,72,1,6,1,150,1.0,2006,1,18.2,18.177292567577,7474.0,3,4,4,4,3,N,1,0.2618,3.82269888,1.87694515008,0.18180555555555555,79.1945,79.1945,79.1945,,,,,,,2013-10-21 14:55:35,2023-08-10 13:09:58,1,,,,,,20.7331201,20.7331201,20.7331201,302.73672645216,302.73672645216,302.73672645216,148.64373268801057,148.64373268801057,148.64373268801057
218175662020004,249604172010854,2006,72,1,6,3,150,1.0,2006,1,18.2,15.947129537915,998.0,3,15,15,17,3,N,1,4.2051625,61.40210076,30.14843147316,0.7272222222222222,79.1945,79.1945,79.1945,,,,,,,2013-10-21 14:55:35,2023-08-10 13:09:58,1,,,,,,333.02574160625,333.02574160625,333.02574160625,4862.70866863782,4862.70866863782,4862.70866863782,2387.5899563011694,2387.5899563011694,2387.5899563011694
218175580020004,249604172010854,2006,72,1,6,2,270,1.0,2006,1,14.4,14.240683481303,6577.0,3,4,4,7,13,N,1,2.304385416666667,33.6477141,16.5210276231,0.2499826388888889,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2013-10-21 14:55:35,2023-08-10 13:09:58,1,,,,,,42.114150203125,42.114150203125,42.114150203125,614.93397560595,614.93397560595,614.93397560595,301.93258202252144,301.93258202252144,301.93258202252144
218175592020004,249604171010854,2006,72,1,8,1,30,1.0,2006,1,19.0,18.631032838127,7474.0,3,7,7,10,16,N,1,6.501366666666667,94.93035552,46.61080456032,0.38633680555555555,14.84896875,14.84896875,14.84896875,,,,,,,2013-10-21 14:55:35,2023-08-10 13:09:58,1,,,,,,96.538590465625,96.538590465625,96.538590465625,1409.61788254287,1409.61788254287,1409.61788254287,692.1223803285492,692.1223803285492,692.1223803285492
218175591020004,249604171010854,2006,72,1,8,4,30,1.0,2006,1,19.0,18.90570661399,7474.0,3,5,5,6,14,N,1,2.3289291666666667,34.00609212,16.69699123092,0.2499826388888889,16.97025,16.97025,16.97025,,,,,,,2013-10-21 14:55:35,2023-08-10 13:09:58,1,,,,,,39.522510190625,39.522510190625,39.522510190625,577.09188479943,577.09188479943,577.09188479943,283.35211543652014,283.35211543652014,283.35211543652014
218175663020004,249604170010854,2006,72,1,13,2,270,1.0,2006,1,5.6,4.162447218984,998.0,3,6,4,8,8,N,1,1.7453333333333334,25.4846592,12.5129676672,0.27270833333333333,29.6979375,29.6979375,29.6979375,,,,,,,2013-10-21 14:55:35,2023-08-10 13:09:58,1,,,,,,51.83280025,51.83280025,51.83280025,756.8418161304,756.8418161304,756.8418161304,371.6093317200264,371.6093317200264,371.6093317200264
218175620020004,249604170010854,2006,72,1,13,4,270,1.0,2006,1,17.1,15.876951414138,859.0,3,4,4,5,9,N,1,1.00629375,14.69349882,7.21450792062,0.20453125,26.39816666666667,26.39816666666667,26.39816666666667,,,,,,,2013-10-21 14:55:35,2023-08-10 13:09:58,1,,,,,,26.564310128125,26.564310128125,26.564310128125,387.88143076683,387.88143076683,387.88143076683,190.44978250651354,190.44978250651354,190.44978250651354
218175612020004,249604181010854,2006,72,13,4,1,30,1.0,2006,1,12.8,12.8,8644.0,4,7,6,8,20,N,1,5.454166666666667,74.330256,36.496155696,0.3181597222222222,11.879175,11.879175,11.879175,,,,,,,2013-10-21 14:55:36,2023-08-10 13:09:58,1,,,,,,64.7910003125,64.7910003125,64.7910003125,882.9821188188,882.9821188188,882.9821188188,433.5442203400308,433.5442203400308,433.5442203400308
218175681020004,249604183010854,2006,72,13,5,1,30,1.0,2006,1,6.2,5.653913332086,998.0,3,45,31,45,5,N,1,40.715354166666664,594.5093154,291.9040738614,1.8817692897617426,51.770444376013586,51.770444376013586,51.770444376013586,,,,,,,2013-10-21 14:55:36,2023-08-10 13:09:58,1,,,,,,2107.8519781351097,2107.8519781351097,2107.8519781351097,30778.011443937616,30778.011443937616,30778.011443937616,15112.00361897337,15112.00361897337,15112.00361897337
218175680020004,249604194010854,2006,72,29,3,1,150,1.0,2006,1,10.9,10.28805608439,998.0,3,4,3,6,3,N,1,0.36815625,5.3756703,2.6394541173,0.20453125,79.1945,79.1945,79.1945,,,,,,,2013-10-21 14:55:36,2023-08-10 13:09:58,1,,,,,,29.155950140625,29.155950140625,29.155950140625,425.72352157335,425.72352157335,425.72352157335,209.03024909251485,209.03024909251485,209.03024909251485
218175631020004,249604197010854,2006,72,35,4,1,30,1.0,2006,1,20.0,19.402850002907,998.0,4,6,4,7,12,N,1,2.127125,28.98879984,14.23350072144,0.2499826388888889,19.798625,19.798625,19.798625,,,,,,,2013-10-21 14:55:36,2023-08-10 13:09:58,1,,,,,,42.114150203125,42.114150203125,42.114150203125,573.93837723222,573.93837723222,573.93837723222,281.80374322102,281.80374322102,281.80374322102
218175606020004,249604197010854,2006,72,35,4,1,30,2.0,2006,1,22.6,21.925220503285,8558.0,4,13,9,18,40,N,1,44.17875,602.0750736,295.6188611376,0.61359375,5.9395875,5.9395875,5.9395875,,,,,,,2013-10-21 14:55:36,2023-08-10 13:09:58,1,,,,,,262.403551265625,262.403551265625,262.403551265625,3576.07758121614,3576.07758121614,3576.07758121614,1755.8540923771247,1755.8540923771247,1755.8540923771247
218175598020004,249604197010854,2006,72,35,4,4,30,1.0,2006,1,6.2,5.079237907218,7829.0,3,9,8,10,14,N,1,6.261383333333334,91.42621488,44.89027150608,0.4090625,16.97025,16.97025,16.97025,,,,,,,2013-10-21 14:55:36,2023-08-10 13:09:58,1,,,,,,106.2572405125,106.2572405125,106.2572405125,1551.52572306732,1551.52572306732,1551.52572306732,761.7991300260542,761.7991300260542,761.7991300260542
